type,cat_no,title_id,artist,title,label,distributor,release_date,subgenre,NRA,average_sales,exclusive,sales_from_previous_release,downloads,featured,review_status,approved,block_coming_soon,releases_3_months,releases_12_months,sales_3_months,sales_12_months,ranklabel,pre_order,pre_order_count,label_email_alerts,artist_email_alerts,,,
Single,GDZ 031B,6679448,DJ Deep Heat,Age Of Aquarius,Goddezz,ePM Online,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,7.5,N,0,0,N,None,Y,N,4,13,6.85,53.91,47,N,0,7,0,,,
Single,FO140R153A ,6683904,MakeFlame,The Raving Reality,Full On 140,LabelWORX,19/07/2024 00:00,Uplifting/progressive trance,0,4.08,N,0,0,N,None,Y,N,3,17,2.49,45.81,47,Y,0,10,0,,,
Single,HA2024 011D,6668470,S Dog,Brighter Days (Jeremy Sylvester Remix),House Anxiety,Believe International,18/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,13.53,N,1.19,0,N,None,Y,Y,4,9,2.6,39.77,47,N,0,5,1,,,
Single,REG 6010,6682452,Gabesrepressed,Home,Regroup,LabelWORX,18/07/2024 00:00,Hip hop/r&b,0,0.63,N,0,0,N,None,Y,N,106,721,39.44,185.79,47,Y,0,8,1,,,
Single,GERT 0939,6683588,Christian Westerhof,Once In A Lifetime / Don't Wake Me,Gert,LabelWORX,19/07/2024 00:00,Uplifting/progressive trance,0,1.85,N,0,0,N,None,Y,N,32,125,44.19,172.81,47,Y,0,9,2,,,
Single,HARDC 075,6676117,Block & Crown/Hutch,Dat Groove,Hardcopy NL Recordings,Music Mail,19/07/2024 00:00,Minimal/tech house,0,2.93,N,0,0,N,None,Y,Y,4,8,0,46.33,47,N,0,1,83,,,
Single,DDR 679,6671471,Marc Philippe,You're Beautiful,Deep Disco,IIP-DDS,18/07/2024 00:00,Deep house,0,1.92,N,0,0,N,None,Y,Y,37,73,18.8,145.61,47,Y,0,17,1,,,
Single,REG 9990,6683437,Raz/Henrique Camacho/Meis,Free,Regroup,LabelWORX,18/07/2024 00:00,Psychedelic trance/goa trance,0,0.63,N,0,0,N,None,Y,N,106,721,39.44,185.79,47,Y,0,8,44,,,
Single,DT 235E ,6655406,Xinobi/Meta_,The Stars (DJEFF Remix),Discotexas,Believe International,19/07/2024 00:00,Minimal/tech house,0,0.86,N,0,0,N,None,Y,Y,10,25,17.25,69.54,47,N,0,86,29,,,
Compilation,792105 090405,6674792,Various,Full Bloom Riddim,Zion High Productions,Zojak Worldwide,19/07/2024 00:00,Dancehall/Ragga/Reggaeton/Hiphop Remixes,4,34.3,N,6.32,13,N,None,Y,N,2,4,40.5,107.48,47,Y,13,6,,,,
Single,EFM 379B,6658659,Waldo Fabian,Groovin',Electric Friends Music,Plasmapool Media Entertainment,18/07/2024 00:00,Deep house,0,1.46,N,0,0,N,None,Y,N,31,80,12.19,39.42,47,N,0,11,0,,,
Single,ESR 674,6694505,The Cloudwatcher Project,Imaginary Devotion,Eternal Sun,LabelWORX,19/07/2024 00:00,Hard trance,0,2.38,N,0,0,N,None,Y,N,19,59,13.47,83.19,47,Y,0,10,1,,,
Single,DDR 678,6675145,Nando Fortunato,Feel It,Deep Disco,IIP-DDS,17/07/2024 00:00,Deep house,0,1.92,N,0,0,N,None,Y,Y,37,73,18.8,145.61,47,Y,0,17,1,,,
Single,SOL 318,6649005,AI Gunn,Superball,Soluna Music,Proton LLC,19/07/2024 00:00,Progressive house,0,2.94,N,0,0,N,None,Y,Y,16,47,17.53,157.07,47,N,0,13,0,,,
Single,DDR 677,6671470,Paul Lock,A Million Years,Deep Disco,IIP-DDS,16/07/2024 00:00,Deep house,0,1.92,N,0,0,N,None,Y,Y,37,73,18.8,145.61,47,Y,0,17,6,,,
Single,GM 234,6683888,D.P.V.,What's Love Got To Do,Ginkgo Music,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,4.67,N,0,0,N,None,Y,N,16,52,23.07,77.57,47,Y,0,17,6,,,
Single,781484 091257,6694646,Aerial M,Vivea,Drag City,Redeye Distribution,16/07/2024 00:00,Indie/Alternative,0,2.29,N,0,0,N,None,Y,Y,34,93,53.78,204.47,47,N,0,2,0,,,
Single,ST 236,6689988,Randy De Silva feat Nadeera/Neurospace,Bambino,SkyTop,Proton LLC,15/07/2024 00:00,Deep house,0,1.55,N,0,0,N,None,Y,Y,14,52,15.56,94.26,47,N,0,9,0,,,
Single,GERT 0947,6690535,Magnetti,Warrior,Gert,LabelWORX,18/07/2024 00:00,Uplifting/progressive trance,0,1.85,N,0,0,N,None,Y,N,32,125,44.19,172.81,47,Y,0,9,0,,,
Compilation,YSNC 089,6683923,Various,"Yesenia's Choice, Vol 89",Yesenia,LabelWORX,19/07/2024 00:00,Deep house,0,0.87,N,0,0,N,None,Y,N,32,107,6.72,84.88,47,Y,0,7,,,,
Single,673855 086279,6601604,Carson McHone,Odes,Merge,Merge Media Ltd,19/07/2024 00:00,Indie/Alternative,0,0.42,N,0,0,N,None,Y,N,24,56,56.61,250.39,47,N,0,2,0,,,
Single,REG 5335,6688908,Upgrade/Psycraft/Dali,Memories Inside (Upgrade Remix),Regroup,LabelWORX,18/07/2024 00:00,Uplifting/progressive trance,0,0.63,N,0,0,N,None,Y,N,106,721,39.44,185.79,47,Y,0,8,290,,,
Single,SRBT 137,6664916,BRK (BR),New Generation,Sapient Robots,Symphonic Distribution LLC,19/07/2024 00:00,Minimal/tech house,0,3.3,N,0,0,N,None,Y,Y,14,34,46.5,150.03,47,Y,0,6,0,,,
Single,GERT 0943,6682490,Christian Westerhof/Mak Sim,Don't Look Behind,Gert,LabelWORX,18/07/2024 00:00,Uplifting/progressive trance,0,1.85,N,0,0,N,None,Y,N,32,125,44.19,172.81,47,Y,0,9,2,,,
Single,EFM 388,6629983,Chilow,Orenda EP,Electric Friends Music,Plasmapool Media Entertainment,18/07/2024 00:00,Minimal/tech house,0,1.46,N,0,0,N,None,Y,N,31,80,12.19,39.42,47,N,0,11,0,,,
Single,MYC 1341,6538674,Daniel Vilchez,FairyLand,Mystic Carousel,Proton LLC,18/07/2024 00:00,Minimal/tech house,0,2.39,N,0,0,N,None,Y,Y,63,116,11.3,57.78,47,N,0,24,0,,,
Compilation,BIPC 281,6676201,Various,Summerhits 2024,BIP Belgium,ePM Online,19/07/2024 00:00,Funky/vocal/disco/club house,0,3.79,N,0,0,N,None,Y,N,69,193,9.84,93.51,47,N,0,31,,,,
Single,NHW 234,6676936,STNX,More Is Less,Nahawand Recordings,Create Music Group,15/07/2024 00:00,Uplifting/progressive trance,0,1.46,N,0,0,N,None,Y,Y,16,54,8.64,57.24,47,Y,0,2,0,,,
Single,FO140R152A ,6683902,Spy,Trinity,Full On 140,LabelWORX,19/07/2024 00:00,Uplifting/progressive trance,0,4.08,N,0.99,0,N,None,Y,N,3,17,2.49,45.81,47,Y,0,10,1152,,,
Single,GERT 0942,6675906,DOMOTO,Forever,Gert,LabelWORX,14/07/2024 00:00,Electro house/electroclash,0,1.85,N,0,0,N,None,Y,N,32,125,44.19,172.81,47,Y,0,9,0,,,
Single,UMR 00190,6683742,Hallex M/Thee Suka,Mborere,United Music Records,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,4.05,N,0,0,N,None,Y,N,12,24,24.01,112.71,47,Y,0,,9,,,
Single,MYC 1340,6539964,DJ Kimo (EGY),Above & Beyond,Mystic Carousel,Proton LLC,15/07/2024 00:00,Minimal/tech house,0,2.39,N,0,0,N,None,Y,Y,63,116,11.3,57.78,47,N,0,24,0,,,
Single,X7M 342,6694945,Crooks (AUS),Home,X7M,LabelWORX,15/07/2024 00:00,Psychedelic trance/goa trance,0,6.12,N,0,0,N,None,Y,N,11,26,37.98,142.62,47,Y,0,18,0,,,
Single,YSN 152,6683929,Simone D Jay,Do That For,Yesenia,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.87,N,0,0,N,None,Y,N,32,107,6.72,84.88,47,Y,0,7,0,,,
Single,KR 054,6684130,Mythikas,KR054,KR,LabelWORX,19/07/2024 00:00,Techno,0,4.47,N,5.98,0,N,None,Y,N,4,10,41.48,122.31,47,Y,0,7,0,,,
Single,KTZ 05,6667780,Joe Harvey,Movin On Acid,Kurtz,Believe International,19/07/2024 00:00,Disco/Nu Disco/Re-Edits,0,70.38,N,238.25,0,Y,None,Y,Y,1,1,1.19,53.83,47,Y,0,8,0,,,
Single,HHW 216,6671555,Malu Cachu,A Little Love,Hungarian Hot Wax,InGrooves,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.91,N,0,0,N,None,Y,Y,14,42,18.34,117.31,48,Y,0,10,0,,,
Compilation,GVN 692,6683641,Various,Chillout & Lofi Music Relaxing Beats,Giverny Music,LabelWORX,19/07/2024 00:00,Balearic/Downtempo,0,3.86,N,0,0,N,None,Y,N,21,77,19.88,134.2,48,Y,0,10,,,,
Single,DTR 325,6642450,Duky,Bestiex3 EP,Deep Tech,Create Music Group,15/07/2024 00:00,Minimal/tech house,0,7.86,N,3.38,0,N,None,Y,Y,2,2,4.47,86.61,48,N,0,57,11,,,
Album,YPC 901,6695684,Chill Hip-Hop Beats/Lofi Chill/Lofi Chillhop,Night Dreams,Young Spring,LabelWORX,18/07/2024 00:00,Experimental/Electronic,0,1.24,N,0,0,N,None,Y,N,22,91,38.04,146.96,48,Y,0,2,0,,,
Single,SP 256,6588191,A Trudaev/Maxim Zatonski,Moon Secrets,Suprematic,Proton LLC,18/07/2024 00:00,Deep house,0,0.97,N,0,0,N,None,Y,Y,34,85,7.01,53.88,48,N,0,15,0,,,
Single,BCSA 0638,6611710,Jadon Fonka,Sand Of Dunes,Balkan Connection South America,Proton LLC,19/07/2024 00:00,Progressive house,0,4.59,N,0,0,N,None,Y,Y,22,53,18.22,92.57,48,N,0,53,0,,,
Album,YPC 899,6695679,Deep House,Night Dreams,Young Spring,LabelWORX,17/07/2024 00:00,Deep house,0,1.24,N,0,0,N,None,Y,N,22,91,38.04,146.96,48,Y,0,2,3,,,
Album,MR 771,6629883,Cabu,Turismo,Majestic Casual,The Orchard,19/07/2024 00:00,Euro/pop dance,0,4.11,N,0,0,N,None,Y,Y,15,68,22.26,127.78,48,N,0,12,0,,,
Single,XRPSI 2460,6686687,Asian Dub Foundation/Sinead O'Connor/EOB,1000 Mirrors,X-Ray Production,Alter K Distribution,17/07/2024 00:00,Dub,0,4.62,N,0,0,N,None,Y,Y,1,12,13.71,56,48,N,0,15,2,,,
Single,368SR ,6628836,Alfonso Muchacho,Archer,Stripped Recordings,Proton LLC,18/07/2024 00:00,Minimal/tech house,0,2.61,N,0,0,N,None,Y,Y,13,34,15.23,60.71,48,N,0,10,9,,,
Single,MIST 898,6635971,Austin Leeds/Danko Skystone,Call Of The Sirens,Mistique Music,AMP Suite Ltd,19/07/2024 00:00,Progressive house,0,0.3,N,0,0,N,None,Y,N,5,16,28.95,68.58,48,Y,0,70,18,,,
Single,ADAM 012,6672296,Lumieux,When I Think Of You,Adam's Bite,Music Mail,19/07/2024 00:00,Minimal/tech house,0,19.15,N,4.34,0,Y,None,Y,Y,2,6,21.28,105.89,48,Y,0,4,13,,,
Single,PF 162,6684178,Ruben Naess,Jack's Crush,Pink Funk,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,1.26,N,1.12,0,N,None,Y,N,32,111,30.41,127.57,48,Y,0,3,4,,,
Album,YPC 900,6695686,Tech House,Night Dreams,Young Spring,LabelWORX,19/07/2024 00:00,Minimal/tech house,0,1.24,N,0,0,N,None,Y,N,22,91,38.04,146.96,48,Y,0,2,2,,,
Single,DIGI-PENG 138,6658970,Andy Compton/The Rurals,Follow The Stones EP,Peng,The Orchard,19/07/2024 00:00,Deep house,0,17.78,N,0,0,N,None,Y,Y,10,16,15.65,78.14,48,N,0,36,24,,,
Single,SGN 049,6686801,Drop-E,Jupiter Ascending,Signal Ltd,Music Mail,19/07/2024 00:00,Techno,0,8.23,N,0,0,N,None,Y,Y,4,9,62.51,271.58,48,N,0,10,10,,,
Single,MHR 189,6684245,Cricco Castelli/Di Saronno,Phunkee Soul,MoodyHouse Recordings,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,6.79,N,0.99,0,N,None,Y,N,6,23,19.99,100.85,48,Y,0,24,8,,,
Single,CR 251,6667032,Vanita,With Me,Click,Proton LLC,19/07/2024 00:00,Progressive house,0,5.94,N,0,0,N,None,Y,Y,6,43,13.15,73.79,48,N,0,22,6,,,
Single,DLR 179,6683745,JB Martinz,Moriremos,Drop Low,LabelWORX,19/07/2024 00:00,Minimal/tech house,0,3.73,N,0,0,N,None,Y,N,12,37,14.35,165.51,48,Y,0,4,0,,,
Single,WYLD156F ,6683690,AnAmStyle,Your Love,WyldCard,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.77,N,0,0,N,None,Y,N,37,142,4.86,53.65,48,Y,0,11,4,,,
Single,CD 202,6686866,Erik yahnkovf,Magnetismo Corporal EP,Codein Music,LabelWORX,18/07/2024 00:00,Techno,0,4.61,N,9.82,0,N,None,Y,N,7,23,68.88,270.27,48,Y,0,13,1,,,
Single,DCM 320,6685694,Alvaro Hylander,Get Some Yeah!,Deep Clicks,Proton LLC,19/07/2024 00:00,Deep house,0,2.74,N,0,0,N,None,Y,Y,16,60,15.96,93.39,48,N,0,11,8,,,
Single,361738 9831124,6673822,Fantom Freq/Miyamoto,Bop,Yosh Bass,Believe International,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,2.22,N,0,0,N,None,Y,Y,20,49,31.5,107.65,48,Y,0,6,1,,,
Single,303L 2419,6641709,Janika Tenn/Venky,Leleko,303lovers,AMP Suite Ltd,19/07/2024 00:00,Minimal/tech house,0,1.51,N,0,0,N,None,Y,N,12,36,10.77,62.58,48,Y,0,8,0,,,
Compilation,BNA 060,6658506,Various,"Badarchin, Vol 8",Baikal Nomads,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,6.63,N,1.62,0,N,None,Y,Y,5,13,8.09,42.98,48,N,0,15,,,,
Single,ESM 598,6685868,Lee Coulson,Breathe,Elliptical Sun Melodies,LabelWORX,19/07/2024 00:00,Progressive house,0,0.09,N,0,0,N,None,Y,N,17,47,13.75,34.83,48,Y,0,46,2,,,
Single,WZ 031,6683693,Da Klubb Kings,Let The Music Move U,Wooz! Recordings,LabelWORX,19/07/2024 00:00,Euro/pop dance,0,5.69,N,2.64,1,N,None,Y,N,5,26,24.31,143.38,48,Y,1,6,2,,,
Single,INP 039,6672745,Opius,In Session,Inperspective,Cygnus Music Ltd.,14/07/2024 00:00,Drum & Bass,0,39.22,N,59.21,0,N,None,Y,N,1,3,16.74,99.3,48,Y,0,34,18,,,
Single,WYLD156AA ,6683689,Giuliano (CA),Takadimi,WyldCard,LabelWORX,19/07/2024 00:00,Minimal/tech house,0,0.77,N,0,0,N,None,Y,N,37,142,4.86,53.65,48,Y,0,11,0,,,
Single,AEP 565,6677600,Aurora-Bird (CHN),Drown The Sky,Alter Ego Progressive,LabelWORX,15/07/2024 00:00,Uplifting/progressive trance,0,4.66,N,0,0,N,None,Y,N,12,37,28.12,119.31,48,Y,0,40,0,,,
Single,GVNS 130,6682480,Hints of Soul,Embers Of Love,Giverny Music,LabelWORX,18/07/2024 00:00,Balearic/Downtempo,0,3.86,N,2.8,0,N,None,Y,N,21,77,19.88,134.2,48,Y,0,10,0,,,
Single,PD 5832,6684139,Tweaken,Vertigo,Play (Canada),LabelWORX,19/07/2024 00:00,Techno,0,4.72,N,0,0,N,None,Y,N,13,53,34.95,129.54,48,Y,0,2,0,,,
Single,PD 5858,6677642,Melleefresh,Love To Love You Baby,Play (Canada),LabelWORX,15/07/2024 00:00,Deep house,0,4.72,N,0,0,N,None,Y,N,13,53,34.95,129.54,48,Y,0,2,4,,,
Single,PG 163,6684150,Ken@Work,Please Please Don't Go,Pink Funk,LabelWORX,19/07/2024 00:00,Funk,0,1.26,N,0,1,N,None,Y,N,32,111,30.41,127.57,48,Y,1,3,39,,,
Single,R3UD 068,6682643,Jesterr,Full Quadrant EP,[R]3volution Uncod3d,Triple Vision,15/07/2024 00:00,Techno,0,3.03,N,0,0,N,None,Y,N,6,19,19.75,68.7,48,N,0,6,0,,,
Single,XR 420,6683620,Zaggia,Arabian,Xumba Recordings,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,2.95,N,0,0,N,None,Y,N,18,71,35.95,107,48,Y,0,11,0,,,
Single,FREQ 2431,6693239,jUjU (SE),Catalyst II,Frequenza,AMP Suite Ltd,19/07/2024 00:00,Techno,0,1.47,N,0,0,N,None,Y,N,18,56,25.48,96.04,48,Y,0,15,0,,,
Single,WMG 80,6674843,Thew,Coruscate,Wormhole Music Group,Create Music Group,16/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,4.53,N,0,0,N,None,Y,Y,8,27,6.06,37.7,48,N,0,4,0,,,
Single,361766 0541872,6694218,Marc Korn/Semitoo/Michael Roman,My Heart Goes (La Di Da) (Techno),Dance Magic,Believe International,19/07/2024 00:00,Euro/pop dance,0,1.06,N,0,0,N,None,Y,Y,16,120,26.28,75.79,48,N,0,3,7,,,
Single,SUBMISSION 440,6684159,DJ Spaceman/Novel,Alpha Atmosphere,Sub.Mission Recordings,LabelWORX,19/07/2024 00:00,Uplifting/progressive trance,0,1.16,N,0,0,N,None,Y,N,15,55,18.31,49.64,48,Y,0,4,3,,,
Compilation,VCS 546,6605965,Various,"Ibiza Club Weapons, Vol 26",Van Czar Series,Music Mail,19/07/2024 00:00,Funky/vocal/disco/club house,0,3.6,N,0,0,N,None,Y,Y,44,68,31.6,182.86,48,N,0,15,,,,
Single,SUBMISSION 441,6684134,Victor Special,Race Among The Sands,Sub.Mission Recordings,LabelWORX,19/07/2024 00:00,Uplifting/progressive trance,0,1.16,N,0,0,N,None,Y,N,15,55,18.31,49.64,48,Y,0,4,3,,,
Single,MR 796,6648855,Emawk,Colours,Majestic Casual,The Orchard,19/07/2024 00:00,Hip hop/r&b,0,4.11,N,0,0,N,None,Y,Y,15,68,22.26,127.78,48,N,0,12,0,,,
Single,IAMTRED 192,6643927,Alex Nocera/Lucio Elia,Bengala,IAMT Red,AMP Suite Ltd,19/07/2024 00:00,Techno,0,2.44,N,0,0,N,None,Y,N,19,45,37.19,101.23,48,N,0,8,1,,,
Single,INERMU 049,6671121,Inflair,City Nights,Inermu,MN2S,19/07/2024 00:00,Deep house,0,18.8,N,1.69,0,N,None,Y,N,3,11,20.76,95.47,48,N,0,27,0,,,
Single,617308 074437,6635487,Pale Jay,The Garden (Explicit),Karma Chief,SC Distribution,16/07/2024 00:00,Soul,0,3.59,N,0,0,N,None,Y,Y,8,23,25.1,257.41,48,N,0,1,0,,,
Single,BJN 382,6686470,Ahmed Abdurahimli,Mystic Girl,Baijan,Proton LLC,19/07/2024 00:00,Deep house,0,0.93,N,0,0,N,None,Y,Y,25,80,13.84,55.46,48,N,0,3,1,,,
Single,MNL296DJ ,6684205,ARTN,The Bold Quest,MNL,LabelWORX,19/07/2024 00:00,Progressive house,0,0.32,N,0,0,N,None,Y,N,7,27,18.15,63.86,49,Y,0,16,1,,,
Single,LID 141,6670809,CloudNone/Linney,Quiet Of My Mind,Lost In Dreams,Create Music Group,19/07/2024 00:00,Pop,0,2.48,N,2.74,0,N,None,Y,Y,16,50,40.55,116.64,49,N,0,3,1,,,
Single,DC 104,6670808,smalltalk,Wait,Drama Club Recordings,Create Music Group,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,4.06,N,0.99,0,N,None,Y,Y,5,20,20.22,119.56,49,N,0,3,0,,,
Single,CAT 1058897,6606956,Mookee,Notium,High Vibe,Symphonic Distribution LLC,18/07/2024 00:00,Balearic/Downtempo,0,0.59,N,0,0,N,None,Y,Y,62,162,66.38,81.97,49,N,0,1,0,,,
Single,CSDA 2761,6612573,Kadosh/Mazzo BR,Massive,Clipper's Sounds,Believe International,17/07/2024 00:00,Minimal/tech house,0,1.47,N,0,0,N,None,Y,Y,89,192,26.52,89.97,49,N,0,11,2,,,
Single,CSDA 2809,6668117,Notwins/JAYALEXVARD,Teka,Clipper's Sounds,Believe International,18/07/2024 00:00,Minimal/tech house,0,1.47,N,0,0,N,None,Y,Y,89,192,26.52,89.97,49,N,0,11,0,,,
Single,CSDA 2778,6640755,GRD,Ancestors,Clipper's Sounds,Believe International,16/07/2024 00:00,Minimal/tech house,0,1.47,N,0,0,N,None,Y,Y,89,192,26.52,89.97,49,N,0,11,0,,,
Single,SIR 0292,6684254,HatStandy,What You Came For,Slap It,LabelWORX,19/07/2024 00:00,Breakbeat,0,0.62,N,0,0,N,None,Y,Y,31,148,9.75,90.65,49,N,0,4,0,,,
Single,CAO 076,6658363,Leyo/Philou Louzolo,Over & Over,Cacao,Paradise Entertainment & Distribution GmbH,13/07/2024 00:00,Funky/vocal/disco/club house,0,3.06,N,0,0,N,None,Y,N,4,15,41.07,79.55,49,N,0,7,0,,,
Single,ONLOOP 018,6612019,Wallace,Tanzanite EP,On Loop,The Orchard,19/07/2024 00:00,Minimal/tech house,0,6.56,N,21.15,0,N,None,Y,Y,1,4,19.4,105.04,49,N,0,23,17,,,
Single,SP 341,6683970,Afro Wav feat Mandisa,Emotions Afro Wav Rework,Seres Producoes,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,5.16,N,0,0,N,None,Y,Y,6,30,42.69,98.27,49,N,0,10,0,,,
Single,4THSR 162,6684201,Bazza Ranks,Once Before,4th Set,LabelWORX,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,1.11,N,0,0,N,None,Y,N,26,71,18.05,74.17,49,Y,0,1,7,,,
Single,1947TP7DL ,6626561,SHHE,Sandar,One Little Independent,IIP-DDS,16/07/2024 00:00,Indie/Alternative,0,0.83,N,0,0,N,None,Y,Y,30,90,131.57,253.54,49,N,0,1,0,,,
Single,GWTF 017,6683701,LWRNCE & CONNMAC,Special Request EP,Go With The Flo,LabelWORX,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,10.54,N,2.1,0,N,None,Y,Y,5,14,35.36,187.35,49,N,0,,1,,,
Single,STFR 083,6659592,P1lgr1ms,Big City / Running,Stellar Fountain,Proton LLC,19/07/2024 00:00,Deep house,0,4.77,N,0,0,N,None,Y,Y,10,30,15.72,66.3,49,N,0,39,0,,,
Single,TPLP 1608DL,6626560,SHHE,DYRA,One Little Independent,IIP-DDS,19/07/2024 00:00,Indie/Alternative,0,0.83,N,0,0,N,None,Y,Y,30,90,131.57,253.54,49,Y,0,1,0,,,
Single,RS 195,6692263,Mreye,We Are Mreye,Rude Service,Create Music Group,19/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,1.38,N,0,0,N,None,Y,Y,14,46,26.57,123.7,49,N,0,5,0,,,
Single,ALNF 005,6685097,ODD,How We Do It,About Last Night,Cygnus Music Ltd.,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,4.18,N,0,0,N,None,Y,N,8,17,13.17,51.67,49,Y,0,2,6,,,
Single,FLA 083,6683594,Justin Szweda,Amor Fati,Flaunt,LabelWORX,19/07/2024 00:00,Uplifting/progressive trance,0,3.8,N,0,0,N,None,Y,N,13,21,9.44,20.44,49,Y,0,6,0,,,
Single,SIR 0285,6684216,NON-VIABLE LIFEFORM,Pinback,Slap It,LabelWORX,19/07/2024 00:00,Electro house/electroclash,0,0.62,N,0,0,N,None,Y,Y,31,148,9.75,90.65,49,N,0,4,0,,,
Single,3663729 323330,6690564,Lytmus/Mauricesax/Justin Highland,West Coasting,Radio Juicy,IDOL,17/07/2024 00:00,Jazz,0,1.39,N,0,0,N,None,Y,Y,14,45,41.57,74.8,49,N,0,2,0,,,
Single,ME 264,6684137,Morttimer Snerd III,My Desire (Remixes),Miggedy,LabelWORX,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,1.82,N,0,0,N,None,Y,N,16,53,15.1,99.71,49,Y,0,2,3,,,
Single,CSDA 2818,6670337,DK(fr),Looking Back,Clipper's Sounds,Believe International,15/07/2024 00:00,Deep house,0,1.47,N,0,0,N,None,Y,Y,89,192,26.52,89.97,49,N,0,11,0,,,
Single,CSDA 2760,6612570,Romero Sanz,Feel The Flute,Clipper's Sounds,Believe International,19/07/2024 00:00,Minimal/tech house,0,1.47,N,0,0,N,None,Y,Y,89,192,26.52,89.97,49,N,0,11,0,,,
Single,SMTQ 167,6667372,Jon.K,Pasa La Viva,Somatique Music,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,0.9,N,0,0,N,None,Y,Y,16,70,27.93,96.77,49,N,0,8,7,,,
Single,OVER 017,6672331,Rollover Djs,What Can You Do For Me?,Rollover Milano,,17/07/2024 00:00,Funky/vocal/disco/club house,0,31.63,Y,0,0,N,None,Y,N,3,3,8.8,51.11,49,N,0,28,6,,,
Single,LOVE198/01Z ,6681188,ManyFew/Aziza Jaye,Lift You Up,Love & Other,Toolroom Records,19/07/2024 00:00,Funky/vocal/disco/club house,0,6.87,N,0,0,N,None,Y,N,6,16,8.83,62.12,49,Y,0,9,2,,,
Single,CSDA 2813,6670334,AnAmStyle,Baby Girl,Clipper's Sounds,Believe International,17/07/2024 00:00,Deep house,0,1.47,N,0,0,N,None,Y,Y,89,192,26.52,89.97,49,N,0,11,4,,,
Single,KZ 182,6667915,Meith,So Good,Kazukuta,The Orchard,19/07/2024 00:00,Deep house,0,4.38,N,2.38,0,N,None,Y,Y,7,25,8.18,69.99,49,Y,0,9,3,,,
Single,MOC 044,6648758,Nasz,My Head / Leaving,M Ocean,Believe International,18/07/2024 00:00,Drum & Bass,0,3.3,N,12.3,0,N,None,Y,Y,3,13,85.52,125.49,49,N,0,12,6,,,
Single,CAT 1074890,6637098,Ayaharmony/Equanimous,Heyanatah,High Vibe,Symphonic Distribution LLC,19/07/2024 00:00,Balearic/Downtempo,0,0.59,N,0,0,N,None,Y,Y,62,162,66.38,81.97,49,N,0,1,0,,,
Single,361738 8233882,6640754,Jh0ssu/Kiimera,Trip Ancestral,Clipper's Sounds,Believe International,15/07/2024 00:00,Deep house,0,1.47,N,0,0,N,None,Y,Y,89,192,26.52,89.97,49,N,0,11,0,,,
Single,SK 328,6691703,Showtek/Zany/DV8,Come Back Home,Skink,AMP Suite Ltd,18/07/2024 00:00,Hardstyle,0,2.96,N,0,0,N,None,Y,Y,16,57,139.22,185.75,49,N,0,12,59,,,
Single,CSDA 2780,6640747,BOOTSKY,Missing You,Clipper's Sounds,Believe International,18/07/2024 00:00,Pop,0,1.47,N,0,0,N,None,Y,Y,89,192,26.52,89.97,49,N,0,11,0,,,
Single,5056032 388277,6691308,Daddy Squad/Renato Cohen,What? (Extended),AAA Battery,IIP-DDS,19/07/2024 00:00,Funky/vocal/disco/club house,0,4.48,N,0,0,N,None,Y,Y,5,14,14.58,69.39,49,N,0,,4,,,
Single,RDX 138338,6683670,Comacode,Vision,Redux 138,LabelWORX,19/07/2024 00:00,Uplifting/progressive trance,0,2.52,N,0,0,N,None,Y,N,7,33,6.27,37.55,49,Y,0,8,0,,,
Single,BSFT 89,6687407,antoanesko,Distance,Basseffect,LabelWORX,16/07/2024 00:00,Drum & Bass,0,2.07,N,0,0,N,None,Y,N,12,51,23.14,130.42,49,Y,0,4,3,,,
Single,RECT 022,6671385,Julieta Kopp,Luna Sideral EP,Recorded Things,Triple Vision,19/07/2024 00:00,Techno,0,8.96,N,5.57,0,N,None,Y,N,3,11,41.66,173.07,49,Y,0,9,0,,,
Compilation,PHLTRX 060,6695165,Various,Collection X.3,Philthtrax,Create Music Group,18/07/2024 00:00,Electro,0,4.59,N,10.12,0,N,None,Y,Y,1,4,40.26,93.41,49,N,0,41,,,,
