type,cat_no,title_id,artist,title,label,distributor,release_date,subgenre,NRA,average_sales,exclusive,sales_from_previous_release,downloads,featured,review_status,approved,block_coming_soon,releases_3_months,releases_12_months,sales_3_months,sales_12_months,ranklabel,pre_order,pre_order_count,label_email_alerts,artist_email_alerts,,,
Single,ESTFA 017,6658508,Raquel Zanella,Darwin,Estufarec,Proton LLC,14/07/2024 00:00,Minimal/tech house,0,0.18,N,0,0,N,None,Y,Y,1,1,0,0,83,N,0,,0,,,
Album,406724 8757451,6660107,Deep Unit,Dancing Lights,X Society,Dance All Day Musicvertriebs GmbH,15/07/2024 00:00,Deep house,0,0.45,N,0,0,N,None,Y,Y,8,8,0,0,83,N,0,,0,,,
Single,DWNSMPL 033,6675652,End Of Eden,Perfect Storm,DWNSMPL,LabelWORX,13/07/2024 00:00,Uplifting/progressive trance,0,0,N,0,0,N,None,Y,Y,22,23,1.52,14.47,83,N,0,2,0,,,
Single,808391 243064,6677148,Headband Andy,WYN (WHATYOUNEED?) (Explicit),Jumpwave Music,Foundation Media,19/07/2024 00:00,Dancehall/Ragga/Reggaeton/Hiphop Remixes,0,0,N,0,0,N,None,Y,Y,1,4,0,0,83,N,0,,0,,,
Single,UMV 2407001,6666604,Dj Ale Rossi,Hypnotizing,Unik Vibes,Create Music Group,19/07/2024 00:00,Deep house,0,0,N,N/A,0,N,None,Y,Y,4,4,0,0,83,N,0,,0,,,
Single,617308 081206,6679858,Dawes,House Parties,Dead Ringers,SC Distribution,17/07/2024 00:00,Indie/Alternative,0,0.5,N,0,0,N,None,Y,Y,3,3,11.49,11.49,83,N,0,,0,,,
Single,DAN 05,6668525,Jan Sydney,Frequency Of Your Soul,Techno Cube,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,0,N,0,0,N,None,Y,Y,38,41,0,0,83,N,0,,0,,,
Single,CBR 001,6670319,Nukuluk,Hand On The Hilt,Colorburst,IDOL,17/07/2024 00:00,Hip hop/r&b,0,0,N,N/A,0,N,None,Y,Y,1,1,0,0,83,N,0,,0,,,
Single,CHBR 0015,6690076,Geisha Tenderness/Arkadi Martine,Nara Temple Nara City,Chilled Bear Recordings,Music Mail,19/07/2024 00:00,Hip hop/r&b,0,0,N,0,0,N,None,Y,Y,4,10,0,0,83,N,0,,0,,,
Single,POLY 0016,6624787,Get Better/MalYar,Home,Polyform,AMP Suite Ltd,19/07/2024 00:00,Progressive house,0,0,N,0,0,N,None,Y,N,24,25,0,0,83,N,0,,1,,,
Single,CW0763E ,6687679,KROMI,What A Perfect Day,CLUBWRK (AU),IIP-DDS,18/07/2024 00:00,Techno,0,0,N,0,0,N,None,Y,Y,15,15,0,0,83,Y,0,,0,,,
Single,HPTB 005,6694192,Stalefish,Mrs. Jones,Happen Twice,IDOL,18/07/2024 00:00,Indie/Alternative,0,0,N,0,0,N,None,Y,Y,13,13,0,0,83,N,0,,5,,,
Single,KIRA 015,6686758,Tales of Kira,Beautiful Brown Eyes,Kira's Dream,Music Mail,19/07/2024 00:00,Balearic/Downtempo,0,0,N,0,0,N,None,Y,Y,1,5,0,0,83,N,0,,0,,,
Single,PLASTICMOVEMENT 028,6659383,Doxwall,Now You Break Me,Plastic Movement,AMP Suite Ltd,15/07/2024 00:00,Minimal/tech house,0,0.06,N,0,0,N,None,Y,N,11,11,1.63,1.63,83,N,0,,0,,,
Single,ARB 007,6687135,A.N.U.B.I,Acid In My Brain,Anubi,Music Mail,19/07/2024 00:00,Hard Techno,0,0,N,0,0,N,None,Y,Y,2,4,0,0,83,N,0,,0,,,
Single,SOBW 02,6660746,Mr Tron,Anamaya,Sounds Of Breaking Waves,Move Music Distribution,19/07/2024 00:00,Experimental/Electronic,0,0,N,0,0,N,None,Y,N,2,2,0,0,83,N,0,,0,,,
Single,SEN 006,6680676,S3rgio Nomas,Orbiting Echoes,Seno,Create Music Group,19/07/2024 00:00,Progressive house,0,0,N,0,0,N,None,Y,Y,5,6,0,0,83,N,0,,0,,,
Single,AMBIT 016,6678353,Ryan Gallus/SK,Level Up (Explicit),Ambit,Symphonic Distribution LLC,19/07/2024 00:00,Drum & Bass,0,0.55,N,0,0,N,None,Y,Y,1,3,0,0,83,N,0,,0,,,
Single,SH 006,6683647,LXTO,Don't Forget Who You Are,SubHarmony,LabelWORX,19/07/2024 00:00,Techno,0,0.17,N,0,0,N,None,Y,N,6,6,0.99,0.99,83,Y,0,,0,,,
Single,STRYD 009,6683640,Meibe,Eleutheria EP [STRYD009],Storytellers,LabelWORX,19/07/2024 00:00,Breakbeat,0,0.13,N,0,0,N,None,Y,N,9,9,1.19,1.19,83,Y,0,,0,,,
Single,UNCMN072E ,6690515,SUBSHIFT/Cave Studio/LexBlaze,Get Loose,Serpentale/UNCOMMON,LabelWORX,19/07/2024 00:00,Minimal/tech house,0,0,N,N/A,0,N,None,Y,N,1,1,0,0,83,Y,0,,1,,,
Single,406724 8686089,6689260,Clapland,Tanzen,Sakura Recordings,Dance All Day Musicvertriebs GmbH,18/07/2024 00:00,Progressive house,0,0.09,N,0,0,N,None,Y,Y,5,5,0,0,83,N,0,,0,,,
Single,ECR 006,6643663,Electro Couture,Summertime,Electro Couture,AMP Suite Ltd,19/07/2024 00:00,Dancehall/Ragga/Reggaeton/Hiphop Remixes,0,0,N,0,0,N,None,Y,N,2,5,0,0,83,N,0,,0,,,
Album,617308 081336,6685397,Emile Mosseri,Hardy Boys,Greedy Heart,SC Distribution,19/07/2024 00:00,Experimental/Electronic,0,0.2,N,0,0,N,None,Y,Y,2,2,0,0,83,N,0,,0,,,
Single,RUS 031,6676069,sprxyquaz,IX LITTLE,Rushex,Cygnus Music Ltd.,19/07/2024 00:00,Experimental/Electronic,0,0,N,0,0,N,None,Y,N,16,18,0,0,83,Y,0,,0,,,
Single,ID 011,6682429,SACRAL DJ,5 Element,IDALL Lab.,LabelWORX,18/07/2024 00:00,Techno,0,2.97,N,0,0,N,None,Y,N,4,11,0,0,83,Y,0,,0,,,
Single,406724 8363751,6689276,Earburst,Back To The 80s,DNR Productions,Dance All Day Musicvertriebs GmbH,19/07/2024 00:00,Euro/pop dance,0,0.18,N,0,0,N,None,Y,Y,3,3,0,0,83,N,0,,0,,,
Single,3617389 939004,6677728,Lit & Extinguished,In Orbit,Already Abuzz,Believe International,15/07/2024 00:00,Progressive house,0,0,N,0,0,N,None,Y,Y,2,2,0,0,83,N,0,,0,,,
Single,RMRD 10073,6686322,LiVES,Cancelled,Roulette Media,Cargo Records UK Ltd,19/07/2024 00:00,Rock,0,0,N,0,0,N,None,Y,Y,7,19,0,0,83,Y,0,,0,,,
Single,198704 029172,6685933,Tom Odell/Lost Frequencies,Black Friday (Lost Frequencies X Tom Odell Version),UROK,InGrooves,19/07/2024 00:00,Euro/pop dance,0,0.55,N,1.64,0,N,None,Y,Y,1,1,0,14.57,83,N,0,,3,,,
Single,BFR 00130,6690909,Stefano Guerra feat Jahy S,Afro Psychedelia (Afro Mix),Blind Frog,Create Music Group,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,8,12,0,0,83,N,0,,0,,,
Single,MFR 028,6677221,DJ Jhon Espinoza,Talentos,MAFA,Create Music Group,15/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,5,27,0,0,83,N,0,,0,,,
Single,TBL 015,6675817,Mzade,Sunday,Tbilisi,Proton LLC,13/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,13,13,0,0,83,N,0,,1,,,
Single,MIS 098,6683600,Murada,Messing,Mismisimo,LabelWORX,19/07/2024 00:00,Drum & Bass,0,1.13,N,0,0,N,None,Y,N,4,6,1.19,1.19,83,Y,0,,0,,,
Single,001,6686405,Shefali,Maiden Voyager,Empire Street,InGrooves,17/07/2024 00:00,Pop,0,3.44,N,0,0,N,None,Y,Y,1,2,0,0,83,N,0,,1,,,
Single,BR24C 028,6652114,Moonbrew,In Loop,Brewing,Music Mail,19/07/2024 00:00,Balearic/Downtempo,0,0,N,0,0,N,None,Y,Y,3,6,0,0,83,N,0,,0,,,
Single,361766 0206184,6685216,JAGO,DJUNGLE. DWELLER,NoName,Believe International,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,2,2,0,0,83,N,0,,6,,,
Single,CDC 005,6564179,Jay Crusoe,All Night,Casa De Crusoe,Symphonic Distribution LLC,19/07/2024 00:00,Minimal/tech house,0,0,N,0,0,N,None,Y,Y,6,8,0,0,83,Y,0,,0,,,
Album,LULLED 001,6643062,Deep-Dee/Endearing Souls/KVTIZO,Roted Soul In 2 Deep,Lulled Music,Music Mail,19/07/2024 00:00,Deep house,0,0,N,N/A,0,N,None,Y,Y,1,1,0,0,83,N,0,,1,,,
Single,NIS 005,6643532,finestuff,Clam,Noise In Space,Music Mail,19/07/2024 00:00,Hip hop/r&b,0,0,N,0,0,N,None,Y,Y,7,8,0,0,83,N,0,,0,,,
Single,003. 1,6690208,Slaga/Dazz B feat Macnoss,Mfanaka (Mfana Noxman),Acepulse,InGrooves,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,2,4,0,0,83,N,0,,1,,,
Single,SBRHAH 002,6684157,The Lynch Effect,Stay Strong,Striking Beats,LabelWORX,19/07/2024 00:00,UK/old school/happy hardcore/nu rave,0,0.11,N,0,0,N,None,Y,N,2,9,0,0.99,83,Y,0,1,0,,,
Single,198391 486999,6547422,Seazons,Fire In Me,UNC,The Orchard,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,3,6,0,0,83,N,0,,0,,,
Single,ROR 242,6656960,Hylsvik,Wait For You,Red Ocean,Move Music Distribution,19/07/2024 00:00,Electro house/electroclash,0,0.01,N,0,0,N,None,Y,N,38,106,2.62,2.62,83,N,0,,0,,,
Single,XWAVEZ 2342024,6627388,Jon Thomas feat Rachel Philipp,Cry To Me,XWaveZ,Music Mail,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,18,67,0,0,83,N,0,1,0,,,
Single,KAP 034,6671008,Mbuso de Mbazo,La Deep Ll,Kapa Kingdom,Paradise Entertainment & Distribution GmbH,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,N,14,15,0,0,83,N,0,,0,,,
Single,LOM 007,6694490,17 Melia,Lalaland,Life On Mars,LabelWORX,15/07/2024 00:00,Experimental/Electronic,0,0,N,0,0,N,None,Y,N,2,2,0,0,83,Y,0,,0,,,
Single,195375 567811,6679174,Fiji Mafia,Stop How (Original),Mafia,Zojak Worldwide,14/07/2024 00:00,Dancehall/Ragga/Reggaeton/Hiphop Remixes,0,0,N,0,0,N,None,Y,N,2,4,0,0,83,N,0,4,0,,,
Single,UTB 003,6681336,Max Varano,Sight,Under The Bridge,Music Mail,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,1,1,0,0,83,N,0,,0,,,
Single,240004,6691265,4SuMotion feat Vinny Mannion,River Wild,Fist Bump,DFP Group AP (Record Union),19/07/2024 00:00,Experimental/Electronic,0,0,N,0,0,N,None,Y,Y,4,4,0,0,83,N,0,,0,,,
Single,074877 7514657,6695255,W8OTW feat Lashae Love,Tease (Traphouse Mix),Audio Compulsive Disorder Music Group,Too Lost LLC,18/07/2024 00:00,Hip hop/r&b,0,0,N,N/A,0,N,None,Y,N,1,1,0,0,83,N,0,,0,,,
Single,AT 0202,6683756,Friends of Our Youth,Problem Is,Analogue Trash,LabelWORX,19/07/2024 00:00,Rock,0,0.96,N,0,0,N,None,Y,N,15,34,0,2.16,83,Y,0,2,0,,,
Single,HIFI 010,6671682,Horse Head Men,Open Wide,Hudson Soul,Symphonic Distribution LLC,18/07/2024 00:00,Rock,0,1.81,N,0,0,N,None,Y,Y,2,2,0,0,83,N,0,,0,,,
Single,JGRVDIGI 001,6653601,Junky Palms,Until Morning,Junked Groove,Proton LLC,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.41,N,1.62,0,N,None,Y,Y,4,4,1.63,1.63,83,N,0,,0,,,
Single,DWNSMPL 027,6675648,DeeAnork,Zenkai,DWNSMPL,LabelWORX,13/07/2024 00:00,Uplifting/progressive trance,0,0,N,0,0,N,None,Y,Y,22,23,1.52,14.47,83,N,0,2,0,,,
Single,[IT001],6682655,Various,Anthology I,Invert Trax,Triple Vision,18/07/2024 01:00,Techno,0,0,N,N/A,0,N,None,Y,N,1,1,0,0,83,Y,0,,,,,
Single,PM 073,6670477,Alessandro Papa,Summer Sky,Papa Music,AMP Suite Ltd,18/07/2024 00:00,Progressive house,0,0,N,0,0,N,None,Y,N,33,33,0,0,83,N,0,,1,,,
Single,9008798 628094,6670868,Voyage Futur,Equinox / Human Art,Ethereal Music Corp,Rebeat Digital GmbH,19/07/2024 00:00,Experimental/Electronic,0,0,N,0,0,N,None,Y,N,2,2,0,0,83,N,0,,0,,,
Single,DXR 052,6688442,Auxiliaries/Kristoph Galland/Hi Lander,Banquet,Dysaux,LabelWORX,19/07/2024 00:00,Techno,0,0.74,N,0,0,N,None,Y,N,2,8,0,0,83,Y,0,,0,,,
Single,PRPL 054,6695713,Karlheinz,Ospite D'ombra,Purple Groove,LabelWORX,19/07/2024 00:00,Techno,0,0.03,N,0,0,N,None,Y,Y,28,43,1.5,3.19,83,N,0,,1,,,
Single,BC 028,6690901,John Ortega,Boyh EP,Bhi-ii Cassett,Create Music Group,14/07/2024 00:00,Minimal/tech house,0,1.22,N,0,0,N,None,Y,Y,3,3,0,0,83,Y,0,,0,,,
Single,AE 051,6655571,Ocoro,Nim (Orchestral Mix),Alternative Emotions,AMP Suite Ltd,18/07/2024 00:00,Soundtracks,0,0.02,N,0,0,N,None,Y,N,11,28,0,0.97,83,Y,0,,0,,,
Single,NACHTLAWAAI 002,6683642,TWO/THREE,Held In Complexity EP,Nachtlawaai,LabelWORX,19/07/2024 00:00,Techno,0,0,N,0,0,N,None,Y,N,2,2,0,0,83,Y,0,,2,,,
Single,VESSEL 002,6695328,Natural Rhythm,Vessel Recordings 002,Vessel Recordings Us,Paradise Entertainment & Distribution GmbH,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,N,4,4,0,0,83,N,0,,34,,,
Single,406724 8363676,6690653,Denco E,Why Worry,DEM,Dance All Day Musicvertriebs GmbH,16/07/2024 00:00,Dancehall/Ragga/Reggaeton/Hiphop Remixes,0,0.44,N,0,0,N,None,Y,Y,2,2,0,0,83,N,0,,0,,,
Single,PARADISESYMBIOSIS 19,6626677,Bliz Nochi,Moonlight (Original Mix),Paradise Symbiosis,Proton LLC,19/07/2024 00:00,Balearic/Downtempo,0,0.85,N,0,0,N,None,Y,Y,1,1,0,0,83,N,0,,1,,,
Single,HOR 049,6647119,DJ Leandro,Time,Hats Off,Symphonic Distribution LLC,19/07/2024 00:00,Deep house,0,1.09,N,0,0,N,None,Y,Y,4,6,0,1.03,83,Y,0,1,0,,,
Single,DS 178,6673897,Get Hilz/Igor GraF/AMSTERDVM,Night Rush,Dark Side,Cygnus Music Ltd.,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.01,N,0,0,N,None,Y,N,66,170,0,0.99,83,Y,0,4,0,,,
Single,406724 8510230,6681884,ReTribe,Airwolf Main Theme,Artistbase,Dance All Day Musicvertriebs GmbH,19/07/2024 00:00,Coldwave/Synth,0,0.3,N,1.51,0,N,None,Y,Y,1,2,0,1.52,83,N,0,,0,,,
Single,361766 0184307,6685489,Groove Stage,Oostende Beach,KCK Agency,Believe International,19/07/2024 00:00,Minimal/tech house,0,0,N,0,0,N,None,Y,Y,3,3,0,0,83,N,0,,0,,,
Single,FWA 004,6672272,DMBR,Fucking Boy,Fawna,Proton LLC,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,6,6,0,0,83,N,0,,0,,,
Single,OCT 0007,6681727,Underground Bass Masters,Burning Bright,Octava,Symphonic Distribution LLC,19/07/2024 00:00,Balearic/Downtempo,0,0.65,N,0,0,N,None,Y,Y,3,3,0,0,83,N,0,,0,,,
Single,2RE 011,6684273,Alexander Turok/Beyercraft,Good Times (Beyercraft Remix),2Rock Electronic,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,0,N,0,0,N,None,Y,N,11,11,0,0,83,Y,0,,1,,,
Single,LNS 001,6683910,Late Nite City,Everybody,Late Nites,LabelWORX,19/07/2024 00:00,Deep house,0,0,N,N/A,0,N,None,Y,N,1,1,0,0,83,Y,0,,0,,,
Single,BCR 013,6625731,Cheerice,Sabela,Blackk Cat,Xelon Entertainment,19/07/2024 00:00,Minimal/tech house,0,0,N,0,0,N,None,Y,Y,4,7,0,0,83,N,0,,0,,,
Single,PM 003,6683928,Fede Lamark,Communicate,PazZoide Music,LabelWORX,19/07/2024 00:00,Minimal/tech house,0,0,N,0,0,N,None,Y,N,3,3,0,0,83,Y,0,,1,,,
Single,DWNSMPL 042,6675656,Khalil Singh,Intentions (End Of Eden Remix),DWNSMPL,LabelWORX,13/07/2024 00:00,Uplifting/progressive trance,0,0,N,0,0,N,None,Y,Y,22,23,1.52,14.47,83,N,0,2,1,,,
Single,NDA 001,6661048,Neida,In Circles / Howyudu,NDA,Believe International,18/07/2024 00:00,Bass,0,0,N,N/A,0,N,None,Y,Y,1,1,0,0,83,N,0,,3,,,
Single,DEPTHS006DG ,6691221,Phiorio,Spark Remixes,Depths,PIAS Digital Ltd,19/07/2024 00:00,Electro house/electroclash,0,0,N,0,0,N,None,Y,Y,3,6,0,0,83,Y,0,,2,,,
Single,MKTH 0006,6679818,TRPDVSR,The Last Epoch,Make It Happen,Music Mail,19/07/2024 00:00,Hard Techno,0,0,N,0,0,N,None,Y,Y,4,6,0,0,83,N,0,,0,,,
Single,UPRSA 076,6655552,Soul Varti/Deep Essentials feat Amera Light,Love Don't Go Away,Under Pressure South Africa,AMP Suite Ltd,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,N,1,2,0,0,83,Y,0,1,1,,,
Single,PLASTICMOVEMENT 029,6660996,Doxwall,Apocalypto,Plastic Movement,AMP Suite Ltd,16/07/2024 00:00,Minimal/tech house,0,0.06,N,0,0,N,None,Y,N,11,11,1.63,1.63,83,N,0,,0,,,
Single,WR 24013,6660090,Shawn Jackson,Make U Sweat,Wreckastow,Proton LLC,17/07/2024 00:00,Minimal/tech house,0,0,N,0,0,N,None,Y,Y,5,20,0,0,83,N,0,,3,,,
Single,ETH 009,6683961,Chris River/Simba,Cumbia En Africa,Ethica,LabelWORX,19/07/2024 00:00,Funky/vocal/disco/club house,0,0,N,0,0,N,None,Y,Y,9,9,0,0,83,N,0,,1,,,
Single,CAB 029,6649159,Joe Le Blanc,Bacanegra (Seumas Norv Remixes),Caribia,AMP Suite Ltd,17/07/2024 00:00,Minimal/tech house,0,0.1,N,0.99,0,N,None,Y,N,7,9,0.99,0.99,83,N,0,,2,,,
Single,406724 8947487,6688815,Karl Simon,Sylleptique,Verboten,Dance All Day Musicvertriebs GmbH,15/07/2024 00:00,Techno,0,3.05,N,0,0,N,None,Y,Y,1,3,0,0,83,N,0,6,2,,,
Single,PINDROP 31,6640195,Sebastian Reynolds/Dubwiser,To The Wire,Pindrop,The Orchard,19/07/2024 00:00,Dancehall/Ragga/Reggaeton/Hiphop Remixes,0,0,N,0,0,N,None,Y,Y,3,4,0,0,83,Y,0,,0,,,
Single,NSU 006,6669424,Amin Salmee/Joshlane,Overdose,Not So Unknown,Proton LLC,19/07/2024 00:00,Progressive house,0,0,N,0,0,N,None,Y,Y,2,6,0,0,83,N,0,,1,,,
Single,BMPM 008,6679812,The Colonel feat Mr. Bailey,A Place Called Love,Bump Machine,Music Mail,19/07/2024 00:00,Disco/Nu Disco/Re-Edits,0,0,N,0,0,N,None,Y,Y,1,1,0,0,83,N,0,1,0,,,
Single,LBR 07,6679802,Jufus,Sheryl 87,La Banane,Music Mail,19/07/2024 00:00,Minimal/tech house,0,0.61,N,0,0,N,None,Y,Y,2,2,0,0,83,N,0,,0,,,
Single,721750 167750,6694816,Routon,Little Talks,SurgeWave Music,Rebeat Digital GmbH,16/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,N,63,63,0,0,83,N,0,,0,,,
Single,SS 109,6683747,KXRSED,AUTOMOTIVO ESCURIDAO,SoundScape,LabelWORX,19/07/2024 00:00,Euro/pop dance,0,0,N,0,0,N,None,Y,N,10,49,0,0,83,Y,0,,0,,,
Single,CW 0754,6684653,Will Sparks,Between Us,CLUBWRK (AU),IIP-DDS,18/07/2024 00:00,Progressive house,0,0,N,0,0,N,None,Y,Y,15,15,0,0,83,N,0,,12,,,
Single,406724 8276013,6689268,Harpo Muzik,Decisions,Luxuria Kick Productions,Dance All Day Musicvertriebs GmbH,19/07/2024 00:00,Minimal/tech house,0,1.59,N,1.15,0,N,None,Y,Y,2,2,0,0,83,N,0,2,0,,,
Single,SPR 2ERA225SG,6678390,DiegoLaIsla,Sensual Nights,Spryred/Ataque!,Believe International,19/07/2024 00:00,Balearic/Downtempo,0,0.02,N,0,0,N,None,Y,Y,6,27,0,1.19,83,N,0,,0,,,
Single,IR 018,6617593,J Aristi/Torres (COL),Tu Cuerpo,Intentions,Proton LLC,19/07/2024 00:00,Minimal/tech house,0,0.11,N,0,0,N,None,Y,Y,7,16,0,1.69,83,N,0,,0,,,
Single,824833 069511,6686685,Beeda Weeda,High Rise (Explicit),Shippers Dept,Soulspazm,19/07/2024 00:00,Hip hop/r&b,0,0,N,0,0,N,None,Y,Y,7,7,0,0,83,Y,0,,0,,,
Single,CHILL 084,6682514,Garbet,Yellow,Chill Tunes,Sundesire,18/07/2024 00:00,Balearic/Downtempo,0,0.01,N,0,0,N,None,Y,N,55,59,0,0,83,N,0,,0,,,
Single,GKM 29,6679800,Sima Ka Mthembu/Obert Dube/Mono Da Soul,"African Dance Sophomores, Vol 1",Groove Kulture,Music Mail,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,9,23,0,0,83,N,0,1,1,,,
Album,RMSG 027,6648872,Olivier Cong,Tropical Church,Someone Good,The Orchard,19/07/2024 00:00,Ambient/Drone,0,6.5,N,0,0,N,None,Y,Y,2,2,0,0,83,N,0,,0,,,
Single,GRAD 025,6682124,Night Atlas,Komorebi Pt. VI,Graduation,IIP-DDS,19/07/2024 00:00,Ambient/Drone,0,0.03,N,0,0,N,None,Y,Y,27,31,0.99,0.99,83,N,0,,0,,,
Single,721750 023803,6694833,Eliz Ros,Blossom,SurgeWave Music,Rebeat Digital GmbH,16/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,N,63,63,0,0,83,N,0,,0,,,
Single,NC 01010101,6668177,Elli,Nervous Chemistry,Omnia Sounds,The Orchard,19/07/2024 00:00,Pop,0,0,N,N/A,0,N,None,Y,Y,1,1,0,0,83,N,0,,4,,,
Single,HKO 417,6696475,Harri Kakoulli,Brothers In Arms,HKO417,The Orchard,19/07/2024 00:00,,0,,N,N/A,0,N,None,N,Y,,,,,83,Y,0,,5,,,
Single,WL 12,6689875,Jacoz,Kaliasa,Waldo (GER),AMP Suite Ltd,19/07/2024 00:00,Psychedelic trance/goa trance,0,0.37,N,0,0,N,None,Y,N,1,9,0,0,83,N,0,,0,,,
Album,RX 002,6679562,Evitceles,Erosion,Repulse Xplosif,Music Deli,19/07/2024 00:00,Experimental/Electronic,0,0,N,N/A,0,N,None,Y,Y,1,1,0,0,83,N,0,,0,,,
Single,SR 016,6693187,D Lewis,Mama,Sound Real Italy,Goodymusic Production SRL,19/07/2024 00:00,Techno,0,0,N,0,0,N,None,Y,N,2,4,0,0,83,N,0,,1,,,
Single,INF 001,6682499,Desiree Falessi,Oscuro Femenino,Influencia,LabelWORX,18/07/2024 00:00,Uplifting/progressive trance,0,0,N,N/A,0,N,None,Y,Y,1,1,0,0,83,N,0,,0,,,
Single,SAL 038,6696477,Eike Hosenfeld,Hoyos En La Carretera,Salon Mondial,The Orchard,16/07/2024 00:00,Balearic/Downtempo,0,0,N,0,0,N,None,Y,Y,3,4,0,0,83,N,0,,0,,,
Single,HDX 027,6674139,Forkyrie,Dock Your Friend,Heart Dance,Create Music Group,13/07/2024 00:00,Hardstyle,0,0,N,0,0,N,None,Y,Y,1,2,0,0,83,N,0,1,1,,,
Single,BORA 008,6679198,Huseq,Bullshi7 EP,Bora,LabelWORX,16/07/2024 00:00,Minimal/tech house,0,0.13,N,0,0,N,None,Y,Y,1,1,1.05,1.05,83,N,0,1,0,,,
Single,FQR 094,6683674,YVI,You & Me,Frequenzreisen,LabelWORX,19/07/2024 00:00,Pop,0,0.02,N,0,0,N,None,Y,N,35,49,0,0.99,83,Y,0,,0,,,
Single,CAT 1078332,6652949,Pote,It's My Life,Gold Break,Symphonic Distribution LLC,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.36,N,0,0,N,None,Y,Y,6,9,0,0,83,Y,0,,12,,,
Single,MOM 001,6676817,Nicolas Bulostin feat JOHANNA SAINT-PIERRE,What I Need Is Your Love,Madness On Mars Music,Believe International,18/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,4,4,0,0,83,N,0,,0,,,
Single,EVEN 002,6662769,Rodik,Starlight,Even Flow,Music Mail,19/07/2024 00:00,Funky/vocal/disco/club house,0,0,N,0,0,N,None,Y,Y,1,2,0,0,83,N,0,1,0,,,
Single,361738 9829077,6675346,Figo SA/Sky Deep SA/Heavy Keyz feat Sthipla rsa/Terminal ZA,Trip To Pretoria,iLox,Believe International,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,4,6,0,0,83,N,0,,0,0,,
Single,ADR 032,6683924,Phat Suppli,Funky Pills,Angry Dog,LabelWORX,19/07/2024 00:00,Minimal/tech house,0,0,N,0,0,N,None,Y,N,10,23,0,0,83,Y,0,,0,,,
Single,SIMF 0008,6672418,A-Ninetyfour,Jazzy Cat,Shake It Music Frequency,Create Music Group,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.12,N,0.99,0,N,None,Y,Y,2,7,0.99,0.99,83,N,0,,2,,,
Single,DWNSMPL 031,6675651,TranzForce,Premonition,DWNSMPL,LabelWORX,13/07/2024 00:00,Uplifting/progressive trance,0,0,N,0,0,N,None,Y,Y,22,23,1.52,14.47,83,N,0,2,1,,,
Single,CE 012,6687231,Deli/Tshepo King,Siyabonga Mdali,Creamatti,InGrooves,19/07/2024 00:00,Deep house,0,0,N,0,0,N,None,Y,Y,4,4,0,0,83,Y,0,,0,,,
Single,9008798 630028,6688523,Fred Baker/Firebird,Blue Summer,Baker Street,Rebeat Digital GmbH,15/07/2024 00:00,Uplifting/progressive trance,0,1.48,N,0,0,N,None,Y,N,1,2,0,0,83,Y,0,4,8,,,
Single,OAS 004,6672850,Henotik,The Right Stuff,Orbit Axis Spin,Symphonic Distribution LLC,19/07/2024 00:00,Funky/vocal/disco/club house,0,0,N,0,0,N,None,Y,Y,2,3,0,0,83,N,0,,0,,,
Single,SCPDH 27,6626977,Seventhi DJ,Modified Humans,SCP Deep House,Symphonic Distribution LLC,19/07/2024 00:00,Deep house,0,0.03,N,0,0,N,None,Y,Y,39,43,1.1,1.1,83,Y,0,,1,,,
Single,406724 8298237,6660108,Markus Maahlen,Dale,Burgstreet,Dance All Day Musicvertriebs GmbH,19/07/2024 00:00,Minimal/tech house,0,0,N,0,0,N,None,Y,Y,2,2,0,0,83,N,0,,0,,,
Single,074877 7346067,6673760,Jinco,Who's Who,Herbalist,Too Lost LLC,19/07/2024 00:00,Hip hop/r&b,0,0,N,0,0,N,None,Y,N,1,2,0,0,83,N,0,,0,,,
Single,KB 009,6672380,Bia Charbon/Dip Stage,Zachem (Dip Stage Remix),Koola Black,Cygnus Music Ltd.,19/07/2024 00:00,Funky/vocal/disco/club house,0,0.5,N,0,0,N,None,Y,N,1,3,0,1.49,83,Y,0,,0,,,
